1	16766	16857	2	2	1	1	0	13
1	18062	24737	2	2	0	0	1	16
1	112805	120774	2	2	1	0	1	10
1	188585	195262	2	2	0	0	1	16
1	289371	297344	2	2	1	0	1	10
1	494899	494991	2	2	1	2	1	45
1	498306	498398	2	2	1	0	2	29
1	501621	502464	2	2	1	0	1	45
1	720201	805798	2	2	0	0	2	19
1	729805	733306	2	2	1	0	3	29
1	743351	744194	2	2	1	0	1	45
1	756142	758966	2	2	1	0	1	28
1	769713	772975	2	2	1	1	0	11
1	1059847	1060276	1	1	0	1	0	41
1	1097288	1142403	1	1	0	1	0	36
1	1223358	1223831	2	2	1	1	0	11
1	1395538	1398232	2	2	1	1	0	5
1	1437485	1439080	1	1	1	1	0	10
1	1543988	1544862	2	2	1	1	0	12
1	1557272	1558060	1	1	0	0	1	28
1	1586711	1587622	2	2	0	0	1	44
1	1640453	1641047	2	2	1	0	1	31
1	1642509	1649498	2	2	1	1	0	29
1	1645263	1649498	2	2	1	1	0	34
1	1649638	1652438	2	2	1	1	0	10
1	1655485	1657255	2	2	1	0	1	39
1	1707585	1708179	2	2	1	0	1	31
1	1721712	1722587	2	2	1	0	1	39
1	1722832	1724257	2	2	1	1	0	8
1	1755477	1756257	2	2	1	1	0	15
1	1787438	1789052	2	2	1	1	0	10
1	1993723	1999556	2	2	0	0	1	27
1	6264696	6281101	2	2	1	1	0	12
1	6755059	6759325	1	1	0	0	1	37
1	7977739	7984893	1	1	1	1	0	36
1	8501205	8501757	1	1	0	0	2	34
1	8501505	8501883	1	1	0	0	1	32
1	8862946	8863234	2	2	1	1	0	42
1	8863344	8863890	2	2	1	2	0	48
1	8864093	8865284	2	2	1	1	0	39
1	8866502	8867116	2	2	1	1	0	24
1	8867251	8867987	2	2	1	3	0	39
1	8871987	8874823	2	2	1	1	0	35
1	8874918	8878579	2	2	1	2	0	39
1	9299568	9341790	2	2	0	1	0	46
1	9484397	9508554	1	1	0	0	1	17
1	9922038	9957259	2	2	0	0	1	36
1	9968215	9980799	1	1	0	0	1	33
1	9994979	9998222	2	2	0	0	1	25
1	10233873	10242747	2	2	0	0	1	31
1	10368539	10371140	1	1	1	1	0	45
1	10400573	10403070	1	1	1	1	0	37
1	11024336	11025109	1	1	1	1	0	27
1	11054886	11054961	2	2	1	1	0	8
1	11989344	11992554	1	1	1	1	0	29
1	12080717	12118269	2	2	0	0	1	40
1	12131219	12155987	1	1	0	0	1	38
1	15215432	15219325	1	1	1	1	0	29
1	15549600	15585834	1	1	0	0	1	39
1	15775465	15776186	1	1	0	0	1	37
1	15838648	15846540	1	1	0	0	1	34
1	15864406	15871529	1	1	0	0	1	42
1	15873137	15876201	1	1	1	1	0	10
1	16296611	16309698	2	2	0	1	0	16
1	16312877	16320585	2	2	0	0	1	33
1	16373509	16381854	1	1	0	0	1	23
1	16566460	16567178	2	2	1	1	0	50
1	16568031	16569072	2	2	1	1	0	10
1	16635169	16643027	2	2	0	1	0	35
1	16635169	16644645	2	2	0	1	0	35
1	17004822	17005013	2	2	1	1	0	13
1	17413179	17416479	2	2	0	1	0	12
1	17420829	17422202	2	2	1	1	0	16
1	17429200	17438229	2	2	1	1	0	7
1	17458194	17493421	1	1	0	0	1	42
1	19124691	19126445	2	2	1	1	0	14
1	19187302	19187440	2	2	1	2	0	46
1	19237239	19238016	2	2	1	1	0	12
1	19257146	19257453	1	1	1	1	0	14
1	19258554	19258680	1	1	1	1	0	40
1	19267462	19268571	2	2	1	2	9	36
1	19268702	19269271	2	2	1	1	0	14
1	19269372	19269582	2	2	1	0	1	13
1	19269680	19270450	2	2	1	1	0	17
1	19270556	19270747	2	2	1	2	0	41
1	19282893	19283995	2	2	1	1	9	35
1	19284126	19284685	2	2	1	3	0	20
1	19284786	19285017	2	2	1	0	1	26
1	19285115	19285887	2	2	1	1	0	19
1	19285993	19286184	2	2	1	3	0	48
1	19304387	19306017	2	2	1	58	9	50
1	19307102	19307313	2	2	1	41	2	47
1	19307411	19308157	2	2	1	43	0	48
1	19378654	19385504	2	2	1	1	0	12
1	19597110	19622099	1	1	1	4	0	42
1	19622148	19623473	1	1	1	4	0	11
1	20652972	20653626	2	2	1	1	0	13
1	20745092	20745542	2	2	1	1	0	9
1	20851479	20853559	2	2	1	1	0	8
1	20931891	20961344	2	2	0	1	0	39
1	20950109	20969473	2	2	1	1	0	13
1	21487644	21531055	1	1	0	0	1	13
1	21715458	21721035	2	2	1	1	0	11
1	21728720	21729703	2	2	1	1	0	13
1	23029783	23072788	1	1	0	0	1	41
1	23131000	23133544	2	2	0	0	1	22
1	23311323	23313552	2	2	1	1	0	14
1	23318689	23321527	2	2	1	1	0	29
1	23318698	23321527	0	0	1	1	0	34
1	23321664	23323555	2	2	1	1	0	46
1	23551457	23551620	2	2	0	1	0	47
1	23688738	23688777	1	1	0	1	0	41
1	23693914	23694659	1	1	1	5	0	37
1	23695909	23696343	1	1	1	1	0	37
1	23866199	23877521	1	1	0	0	1	32
1	23882069	23884452	2	2	0	0	1	44
1	23959999	23960928	1	1	1	96	0	46
1	23961135	23961439	1	1	1	279	0	49
1	24445245	24446828	1	1	0	1	0	25
1	24599809	24620395	2	2	0	0	1	45
1	25225101	25227441	2	2	1	2	0	17
1	25358030	25374170	2	2	0	0	1	46
1	25813994	25814076	1	1	1	1	0	9
1	25823129	25823643	1	1	1	1	0	14
1	26275454	26313948	1	1	0	1	0	25
1	26487297	26509104	2	2	0	1	0	13
1	26596393	26596871	1	1	0	0	1	45
1	26716857	26739119	2	2	0	0	1	48
1	26818162	26818289	1	1	0	0	1	45
1	26893449	26894235	2	2	1	1	0	13
1	26894249	26894397	2	2	0	1	0	13
1	26894411	26897300	2	2	1	1	0	13
1	27013967	27061716	2	2	0	0	1	16
1	27144796	27181781	1	1	0	0	1	25
1	27414964	27415984	2	2	1	1	0	13
1	27748269	27748624	1	1	0	0	1	34
1	27830892	27832755	1	1	1	1	0	26
1	27832817	27838698	1	1	1	1	0	13
1	27853469	27853644	1	1	0	0	1	23
1	27853469	27854215	1	1	0	0	1	23
1	27853596	27853791	1	1	0	0	2	24
1	27853596	27853890	1	1	0	0	2	24
1	27853596	27853989	1	1	0	0	2	24
1	27853842	27854215	1	1	0	0	1	23
1	27854040	27854215	1	1	0	0	1	23
1	27963694	27964184	1	1	1	1	0	32
1	27997379	27999959	2	2	1	1	0	12
1	28014186	28052712	1	1	0	0	1	16
1	28122688	28133348	2	2	0	0	1	14
1	28236453	28237836	1	1	1	1	0	9
1	28337779	28358586	2	2	0	0	1	49
1	28381394	28387822	1	1	0	1	0	27
1	28547731	28582998	2	2	0	0	1	21
1	28566526	28572707	1	1	0	0	1	32
1	28603575	28605371	2	2	1	1	0	33
1	28676990	28715538	1	1	0	0	1	39
1	28914769	28987430	1	1	1	1	0	10
1	29035924	29039253	1	1	1	1	0	7
1	29072893	29093688	2	2	0	0	1	28
1	29159487	29160374	2	2	1	1	0	9
1	31102014	31104086	1	1	0	2	0	28
1	31134914	31137355	1	1	0	0	1	42
1	31348975	31364031	1	1	1	1	0	16
1	31633315	31635221	2	2	1	1	0	10
1	31908961	31910037	2	2	1	1	0	9
1	32037044	32037834	1	1	1	1	0	11
1	32224122	32224409	1	1	1	1	0	5
1	32266278	32276996	1	1	0	0	1	31
1	32282575	32309455	1	1	0	1	0	46
1	32292219	32302620	1	1	1	1	0	35
1	32316783	32324478	1	1	1	1	0	12
1	32332243	32332700	1	1	1	2	0	41
1	32332750	32333016	1	1	1	2	0	13
1	32419461	32424389	2	2	0	0	1	12
1	32780279	32781047	2	2	1	1	0	16
1	32787076	32791161	2	2	1	2	0	14
1	32822488	32824072	2	2	0	0	2	17
1	32840635	32846266	1	1	0	0	1	19
1	32974196	32974363	2	2	0	0	3	42
1	32974241	32974583	2	2	0	0	1	31
1	32974245	32974986	2	2	0	0	1	13
1	32974409	32974583	2	2	0	0	1	41
1	32974413	32974986	2	2	0	0	1	13
1	32974637	32974986	2	2	0	0	1	13
1	32974909	32974986	2	2	0	0	1	13
1	33052079	33052304	1	1	0	0	3	43
1	35187252	35187972	2	2	1	2	0	12
1	35188091	35189002	2	2	1	2	0	29
1	35189088	35189185	2	2	1	1	0	3
1	35325406	35358924	1	1	1	1	0	14
1	35399044	35399481	1	1	1	1	0	33
1	35988004	36003006	1	1	0	0	1	33
1	36137323	36137795	2	2	1	1	0	12
1	36296771	36300885	1	1	1	1	0	39
1	37509324	37509454	2	2	1	1	0	8
1	37509543	37513422	2	2	1	1	0	4
1	37576557	37582222	2	2	1	1	0	19
1	37803998	37804301	2	2	1	1	0	8
1	38839705	38845938	2	2	1	1	0	36
1	38864715	38866879	2	2	1	1	0	27
1	38979061	39075965	2	2	0	0	2	47
1	39014719	39052796	1	1	0	0	1	33
1	39432655	39433047	1	1	1	1	0	15
1	39500877	39506432	2	2	0	0	1	48
